session_id,timestamp,session_state,group,matrix,risks_selected_s1,risks_selected_s2,risks_selected_s3,mitigations_selected_s1,mitigations_selected_s2,mitigations_selected_s3,before,after,q1,q2,q3,q4,q5,q6,q7,q8,role,sector,experience,session_duration,session_duration_seconds,session_count
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:16:59,,6,Risk DSM,[],['R09'],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:17:07,,6,Interfaces DSM,[],['R09'],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:17:09,,6,Distance DSM,[],['R09'],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:17:21,,6,Interfaces DSM,[],['R09'],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:17:30,,6,Risk DSM,[],['R09'],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:18:26,,6,Risk DSM,[],['R09'],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:18:45,,6,Risk DSM,[],['R09'],['R09'],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:19:13,,6,Risk DSM,[],['R09'],['R09'],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:19:16,,6,Risk DSM,[],['R09'],['R09'],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:21:11,,6,Risk DSM,[],['R09'],['R09'],['M02'],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:24:34,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:24:41,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],['M02'],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:27:47,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],['M02'],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:29:53,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],['M02'],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 7, 'artic_s2': 3, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:30:03,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],['M02'],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 7, 'artic_s1': 7, 'artic_s2': 3, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:30:09,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],['M02'],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 7, 'artic_s2': 3, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:30:58,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],['M02'],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 6, 'artic_s1': 7, 'artic_s2': 3, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:31:07,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],['M02'],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 3, 'artic_s1': 7, 'artic_s2': 3, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:31:59,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],['M02'],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 7, 'artic_s1': 7, 'artic_s2': 3, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
00f7305b-6912-4d12-850d-bc4b69924963,2023-10-04 09:34:17,,6,Risk DSM,[],['R09'],['R09'],['M02'],['M02'],['M02'],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 7, 'artic_s1': 3, 'artic_s2': 3, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:23:00,1380.0,30
010a1849-b2aa-4da1-b31b-3d89b70b094f,2023-10-04 11:56:08,,1,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:00:00,0.0,1
01127115-f819-412a-8123-b2c608450d9d,2023-10-04 11:14:22,,Select,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}","{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}",,,,,,,,,[],[],,0 days 00:31:00,1860.0,7
01127115-f819-412a-8123-b2c608450d9d,2023-10-04 11:43:42,,5,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}","{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}",,,,,,,,,[],[],,0 days 00:31:00,1860.0,7
01127115-f819-412a-8123-b2c608450d9d,2023-10-04 11:43:45,,5,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:31:00,1860.0,7
01127115-f819-412a-8123-b2c608450d9d,2023-10-04 11:44:07,,5,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:31:00,1860.0,7
01127115-f819-412a-8123-b2c608450d9d,2023-10-04 11:44:22,,5,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:31:00,1860.0,7
01127115-f819-412a-8123-b2c608450d9d,2023-10-04 11:44:26,,5,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:31:00,1860.0,7
01127115-f819-412a-8123-b2c608450d9d,2023-10-04 11:45:22,,5,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 00:31:00,1860.0,7
0153d695-0469-4f7d-85f0-3d3c79d00318,2023-10-05 11:57:34,,Select,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}","{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}",,,,,,,,,[],[],,0 days 00:56:15,3375.0,5
0153d695-0469-4f7d-85f0-3d3c79d00318,2023-10-05 11:58:56,,Select,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}","{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}",,,,,,,,,[],[],,0 days 00:56:15,3375.0,5
0153d695-0469-4f7d-85f0-3d3c79d00318,2023-10-05 11:59:48,,Select,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}","{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}",,,,,,,,,[],[],,0 days 00:56:15,3375.0,5
0153d695-0469-4f7d-85f0-3d3c79d00318,2023-10-05 12:00:12,,Select,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}","{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}",,,,,,,,,[],[],,0 days 00:56:15,3375.0,5
0153d695-0469-4f7d-85f0-3d3c79d00318,2023-10-05 12:53:49,,Select,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}","{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}",,,,,,,,,[],[],,0 days 00:56:15,3375.0,5
01a76902-dcac-4fa6-b502-3c541e30b4f5,2023-10-04 06:14:38,,Select,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}","{'desert_s3': None, 'special_s3': None, 'artic_s3': None, 'desert_s1': None, 'special_s2': None, 'special_s1': None, 'artic_s1': None, 'artic_s2': None, 'desert_s2': None}",,,,,,,,,[],[],,0 days 00:11:50,710.0,13
